show_id,type,title,director,main_actor,country,date_added,release_year,rating,duration,genre,description
3208,Movie,Atlantics,Mati Diop,Mama Sane,"France, Senegal, Belgium","November 29, 2019",2019,TV-14,106 min,Dramas,"Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them."
3209,TV Show,Chip and Potato,Unspecified,Abigail Oliver,"United Kingdom, Canada","November 29, 2019",2019,TV-Y,2 Seasons,Kids' TV,"Lovable pug Chip starts kindergarten, makes new friends and tries new things – with a little help from Potato, her secret mouse pal."
3210,Movie,Crazy people,Moses Inwang,Ramsey Nouah,Nigeria,"November 29, 2019",2018,TV-MA,107 min,Comedies,Nollywood star Ramsey Nouah learns that someone is impersonating him and breaks out of a mental institution to expose the imposter.
3211,Movie,I Lost My Body,Jérémy Clapin,Hakim Faris,France,"November 29, 2019",2019,TV-MA,81 min,Dramas,"Romance, mystery and adventure intertwine as a young man falls in love and a severed hand scours Paris for its owner in this mesmerizing animated film."
3212,Movie,Kalushi: The Story of Solomon Mahlangu,Mandla Dube,Thabo Rametsi,South Africa,"November 29, 2019",2016,TV-MA,107 min,Dramas,"The life and times of iconic South African liberation fighter Solomon Mahlangu, who battled the forces of apartheid, come into focus."
3213,TV Show,La Reina del Sur,Unspecified,Kate del Castillo,"Mexico, United States, Spain, Colombia","November 29, 2019",2019,TV-MA,2 Seasons,Crime TV Shows,"This compelling show tells the story of the legendary Teresa Mendoza, a courageous woman who is perceived as conquering the world of drug trafficking."
3214,Movie,Lagos Real Fake Life,Mike Ezuruonye,Nonso Diobi,United States,"November 29, 2019",2018,TV-MA,118 min,Comedies,"Two mooching friends vie for the attention of wealthy, beautiful women only to discover that their lavish lifestyles are bogus."
3215,Movie,Payday,Cheta Chukwu,Baaj Adebule,Nigeria,"November 29, 2019",2018,TV-MA,110 min,Comedies,"After an expensive night out, two flatmates get tangled in an overnight misadventure to recover their rent money to pay their dead landlord's daughter."
3216,Movie,The Accidental Spy,Roger Russell,Ramsey Nouah,Nigeria,"November 29, 2019",2017,TV-MA,104 min,Action & Adventure,"Nursing a broken heart, an IT specialist moves to London to audition for a reality TV show that unexpectedly turns into a real-life cartel drama."
3217,TV Show,The Charming Stepmom,Unspecified,Shahkrit Yamnarm,United States,"November 29, 2019",2019,TV-14,1 Season,International TV Shows,"A quirky fashion student becomes the nanny of a handsome widower’s three kids, experiencing a series of silly antics and schemes."
3218,Movie,The Island,Toka McBaror,Sambasa Nzeribe,Nigeria,"November 29, 2019",2018,TV-14,93 min,Dramas,"When a colonel uncovers controversial intel about the government, he makes a shocking discovery and must decide whether to reveal it or risk his life."
3219,Movie,Holiday Rush,Leslie Small,Romany Malco,United States,"November 28, 2019",2019,TV-PG,94 min,Children & Family Movies,A widowed radio DJ and his four spoiled kids need to tighten their belts and pull together when their life of luxury turns lean just before Christmas.
3220,TV Show,Levius,Unspecified,Nobunaga Shimazaki,Japan,"November 28, 2019",2019,TV-14,1 Season,Anime Series,Young Levius rises through the ranks in the brutal world of metal boxing under his uncle's guidance. Forces outside the ring have their eye on him.
3221,TV Show,Lugar de Mulher,Unspecified,Unknown,Brazil,"November 28, 2019",2019,TV-MA,1 Season,International TV Shows,"Four comedians from Brazil riff on sexuality, politics, religion and motherhood – and set out to prove a woman's place is anywhere she wants it to be."
3222,TV Show,Merry Happy Whatever,Unspecified,Dennis Quaid,United States,"November 28, 2019",2019,TV-PG,1 Season,TV Comedies,"A struggling LA musician tries to win over his new girlfriend's gruff dad and quirky, tight-knit siblings on a 10-day Christmas visit to Philadelphia."
3223,TV Show,Mythomaniac,Unspecified,Marina Hands,France,"November 28, 2019",2019,TV-MA,1 Season,International TV Shows,"Burned out and taken for granted, a working mom suspects her partner is cheating, so to win back his attentions, she feigns a medical diagnosis."
3224,Movie,Defiance,Edward Zwick,Daniel Craig,United States,"November 27, 2019",2008,R,137 min,Action & Adventure,"In this action-packed drama based on an extraordinary true story, four brothers protect more than 1,000 Jewish refugees during World War II."
3225,Movie,Evvarikee Cheppoddu,Basava Shankar Eeday,Rakesh Varre,India,"November 27, 2019",2019,TV-14,134 min,Comedies,"When caste differences throw a wrench into their otherwise blossoming relationship, a couple must somehow convince the girl’s father to let them marry."
3226,Movie,Little Singham: Mahabali,Prakash Satam,Saumya Daan,United States,"November 27, 2019",2019,TV-Y7,69 min,Children & Family Movies,"In a journey back in time to the ancient city of Mirchigadh, Little Singham vies for the title of Ultimate Warrior and fights a zombie king’s army."
3227,Movie,The Body Remembers When the World Broke Open,Elle-Máijá Tailfeathers,Violet Nelson,"Canada, Norway","November 27, 2019",2019,TV-MA,106 min,Dramas,"After a traumatic event, two Indigenous women in Vancouver are brought together and form a deep bond despite leading different lives."
3228,Movie,The Irishman,Martin Scorsese,Robert De Niro,United States,"November 27, 2019",2019,R,209 min,Dramas,Hit man Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family in this acclaimed film from Martin Scorsese.
3229,Movie,Mike Birbiglia: The New One,Seth Barrish,Mike Birbiglia,United States,"November 26, 2019",2019,TV-MA,86 min,Stand-Up Comedy,Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.
3230,Movie,Super Monsters Save Christmas,Steve Ball,Elyse Maloway,United States,"November 26, 2019",2019,TV-Y,24 min,Children & Family Movies,"It's Christmas Eve in Pitchfork Pines, and the Super Monsters are joining forces to deck the halls, find Santa's missing reindeer and save the holiday!"
3231,TV Show,The Crime,Unspecified,Magdalena Boczarska,Poland,"November 26, 2019",2015,TV-MA,2 Seasons,Crime TV Shows,The peaceful lives of the residents inhabiting a breathtaking seaside town are shaken following a series of macabre crimes.
3232,Movie,True: Winter Wishes,Unspecified,Michela Luci,United States,"November 26, 2019",2019,TV-Y,46 min,Children & Family Movies,"An ice crystal from a frosty realm is freezing everything in the Rainbow Kingdom, its citizens too! Can True save Winter Wishfest – and her friends?"
3233,TV Show,Zona Rosa,Unspecified,Manu NNa,Mexico,"November 26, 2019",2019,TV-MA,1 Season,International TV Shows,An assortment of talent takes the stage for a night of honest stand-up featuring four of Mexico's funniest LGBTQ comedians.
3234,Movie,Pranaam,Sanjiv Jaiswal,Rajeev Khandelwal,India,"November 25, 2019",2019,TV-14,117 min,Action & Adventure,"Aspiring to fulfill his father’s dream and become a civil services officer, a young man loses his way upon becoming entangled with a criminal lynchpin."
3235,Movie,What the F* Is Going On?,Marta Jaenes,Unknown,Spain,"November 25, 2019",2019,TV-MA,87 min,Documentaries,"Featuring extensive interviews, this documentary takes a critical look at the gender inequality in Spain as the feminist movement aims to shift reality."
3236,Movie,Shot Caller,Ric Roman Waugh,Nikolaj Coster-Waldau,United States,"November 24, 2019",2017,R,121 min,Dramas,"Trying to go straight, a once-successful businessman fresh out of prison is forced to orchestrate a brazen crime or risk his family."
3237,TV Show,Once Upon A Time In Lingjian Mountain,Unspecified,Xu Kai,China,"November 23, 2019",2019,TV-14,1 Season,International TV Shows,"As the nine continents face a crisis, a young disciple joins the Spirit Blade sect and comes under the tutelage of a temperamental sage."
3238,Movie,Brother,Julien Abraham,MHD,France,"November 22, 2019",2019,TV-MA,97 min,Dramas,"Thrust from a violent home into a brutal custody center, a teenager learns to navigate a tough new reality and forge unlikely alliances to survive."
3239,TV Show,Dolly Parton's Heartstrings,Unspecified,Dolly Parton,United States,"November 22, 2019",2019,TV-14,1 Season,TV Dramas,"Eight stories celebrating family, faith, love and forgiveness come to life in this series inspired by Dolly Parton's iconic country music catalog."
3240,Movie,Girls und Panzer der Film,Tsutomu Mizushima,Mai Fuchigami,Japan,"November 22, 2019",2015,TV-MA,121 min,Action & Adventure,The girls of Ōarai High must face off against a formidable university team in a fierce tank battle to once again avoid closure of their school.
3241,Movie,Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,Unspecified,Mike Birbiglia,United States,"November 22, 2019",2008,TV-MA,56 min,Stand-Up Comedy,Mike Birbiglia performs in this live concert special that features a riotous selection of the unique insights and observations culled from his diary.
3242,TV Show,Nailed It! Holiday!,Unspecified,Nicole Byer,United States,"November 22, 2019",2019,TV-PG,2 Seasons,Reality TV,"It's the ""Nailed It!"" holiday special you've been waiting for, with missing ingredients, impossible asks and desserts that look delightfully sad."
3243,TV Show,Narcoworld: Dope Stories,Unspecified,Unknown,United States,"November 22, 2019",2019,TV-MA,1 Season,Crime TV Shows,"Ride along as police officers and drug smugglers go toe-to-toe, trying to outwit each other in locales around the world."
3244,TV Show,Nobody's Looking,Unspecified,Victor Lamoglia,Brazil,"November 22, 2019",2019,TV-MA,1 Season,International TV Shows,"A new guardian ""angelus"" uncovers a secret behind the Angelus System's bureaucracy that leads him to break its official rules about protecting humans."
3245,Movie,Shelby American,Nate Adams,Carroll Shelby,United States,"November 22, 2019",2019,TV-MA,119 min,Documentaries,"Featuring interviews and vintage footage, this documentary traces American icon Carroll Shelby's life of reinvention from farmer to racer to entrepreneur."
3246,TV Show,Singapore Social,Unspecified,Nicole Ong,"Singapore, United States","November 22, 2019",2019,TV-MA,1 Season,International TV Shows,"Peer into the lives of young Singaporeans as they defy expectations and traverse the tricky terrain of career, romance and family."
3247,TV Show,The Dragon Prince,Unspecified,Jack De Sena,"United States, Canada","November 22, 2019",2019,TV-Y7,3 Seasons,Kids' TV,An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.
3248,TV Show,Trolls: The Beat Goes On!,Unspecified,Amanda Leighton,United States,"November 22, 2019",2019,TV-Y7,8 Seasons,Kids' TV,"As Queen Poppy welcomes a new time of peace in Troll Village with parties, sports and holiday celebrations, Branch tries to be more fun-loving."
3249,Movie,The Knight Before Christmas,Monika Mitchell,Vanessa Hudgens,United States,"November 21, 2019",2019,TV-14,93 min,Children & Family Movies,"Medieval magic sends a 14th-century knight to modern-day Ohio, where he falls for a high school science teacher who's disillusioned by love."
3250,TV Show,Bangkok Buddies,Unspecified,Vayu Kessuvit,Thailand,"November 20, 2019",2019,TV-MA,1 Season,International TV Shows,"Living under the same roof, a group of unabashed friends wrestle with everyday issues from financial woes and shared quarters to romantic misfires."
3251,Movie,"Bikram: Yogi, Guru, Predator",Eva Orner,Bikram Choudhury,United States,"November 20, 2019",2019,TV-MA,86 min,Documentaries,This documentary charts the rise and fall of hot yoga founder Bikram Choudhury as his global empire is born and disturbing revelations come to light.
3252,Movie,Dorasaani,KVR Mahendra,Anand Deverakonda,India,"November 20, 2019",2019,TV-14,134 min,Dramas,A village landlord's daughter and an educated commoner must decide if their budding forbidden love is worth resisting a repressive social hierarchy.
3253,TV Show,Holiday Secrets,Unspecified,Corinna Harfouch,Germany,"November 20, 2019",2019,TV-MA,1 Season,International TV Shows,A Christmas reunion becomes a gateway to the past in this three-part series that explores the intimate complexities of one family's history.
3254,Movie,"Lorena, Light-Footed Woman",Juan Carlos Rulfo,Lorena Ramírez,Mexico,"November 20, 2019",2019,TV-G,28 min,Documentaries,Lorena Ramírez of Mexico's Rarámuri community lives a pastoral life – except when she straps on her sandals to compete as an ultramarathon runner.
3255,Movie,Mallesham,Raj R,Jhansi,India,"November 20, 2019",2019,TV-14,131 min,Dramas,"A self-trained engineer risks debt, love and reputation in his quest to improve the grueling work conditions of his mother and her weaving community."
3256,TV Show,Who Killed Little Gregory?,Unspecified,Unknown,France,"November 20, 2019",2019,TV-MA,1 Season,Crime TV Shows,"When their 4-year-old son is murdered, a young couple fights a twisting and arduous battle trying to identify a frustratingly elusive killer."
